Area Type,Area Name,Date,Year,Month,Seasonally Adjusted,Status,Labor Force,Employment,Unemployment,Unemployment Rate,,
MSA,"Stockton-Lodi, CA MSA",04/01/1994,1994,April,Y,Final,"240,034","208,517","31,517",13.1%,,
MSA,"Stockton-Lodi, CA MSA",05/01/1994,1994,May,Y,Final,"239,781","208,647","31,134",13.0%,,
MSA,"Stockton-Lodi, CA MSA",06/01/1994,1994,June,Y,Final,"239,641","208,823","30,818",12.9%,,
MSA,"Stockton-Lodi, CA MSA",07/01/1994,1994,July,Y,Final,"239,609","208,961","30,648",12.8%,,
MSA,"Stockton-Lodi, CA MSA",08/01/1994,1994,August,Y,Final,"239,595","209,036","30,559",12.8%,,
MSA,"Stockton-Lodi, CA MSA",09/01/1994,1994,September,Y,Final,"239,550","209,132","30,418",12.7%,,
MSA,"Stockton-Lodi, CA MSA",10/01/1994,1994,October,Y,Final,"239,447","209,354","30,093",12.6%,,
MSA,"Stockton-Lodi, CA MSA",11/01/1994,1994,November,Y,Final,"239,326","209,700","29,626",12.4%,,
MSA,"Stockton-Lodi, CA MSA",12/01/1994,1994,December,Y,Final,"239,396","210,192","29,204",12.2%,,
MSA,"Stockton-Lodi, CA MSA",01/01/1995,1995,January,Y,Final,"239,774","210,798","28,976",12.1%,,
MSA,"Stockton-Lodi, CA MSA",02/01/1995,1995,February,Y,Final,"240,339","211,280","29,059",12.1%,,
MSA,"Stockton-Lodi, CA MSA",03/01/1995,1995,March,Y,Final,"240,788","211,356","29,432",12.2%,,
MSA,"Stockton-Lodi, CA MSA",04/01/1995,1995,April,Y,Final,"240,893","210,956","29,937",12.4%,,
MSA,"Stockton-Lodi, CA MSA",05/01/1995,1995,May,Y,Final,"240,619","210,241","30,378",12.6%,,
MSA,"Stockton-Lodi, CA MSA",06/01/1995,1995,June,Y,Final,"240,147","209,561","30,586",12.7%,,
MSA,"Stockton-Lodi, CA MSA",07/01/1995,1995,July,Y,Final,"239,696","209,213","30,483",12.7%,,
MSA,"Stockton-Lodi, CA MSA",08/01/1995,1995,August,Y,Final,"239,394","209,254","30,140",12.6%,,
MSA,"Stockton-Lodi, CA MSA",09/01/1995,1995,September,Y,Final,"239,267","209,565","29,702",12.4%,,
MSA,"Stockton-Lodi, CA MSA",10/01/1995,1995,October,Y,Final,"239,247","209,926","29,321",12.3%,,
MSA,"Stockton-Lodi, CA MSA",11/01/1995,1995,November,Y,Final,"239,242","210,198","29,044",12.1%,,
MSA,"Stockton-Lodi, CA MSA",12/01/1995,1995,December,Y,Final,"239,141","210,281","28,860",12.1%,,
MSA,"Stockton-Lodi, CA MSA",01/01/1996,1996,January,Y,Final,"238,955","210,207","28,748",12.0%,,
MSA,"Stockton-Lodi, CA MSA",02/01/1996,1996,February,Y,Final,"238,825","210,188","28,637",12.0%,,
MSA,"Stockton-Lodi, CA MSA",03/01/1996,1996,March,Y,Final,"238,814","210,389","28,425",11.9%,,
MSA,"Stockton-Lodi, CA MSA",04/01/1996,1996,April,Y,Final,"238,891","210,829","28,062",11.7%,,
MSA,"Stockton-Lodi, CA MSA",05/01/1996,1996,May,Y,Final,"239,007","211,435","27,572",11.5%,,
MSA,"Stockton-Lodi, CA MSA",06/01/1996,1996,June,Y,Final,"239,164","212,099","27,065",11.3%,,
MSA,"Stockton-Lodi, CA MSA",07/01/1996,1996,July,Y,Final,"239,455","212,802","26,653",11.1%,,
MSA,"Stockton-Lodi, CA MSA",08/01/1996,1996,August,Y,Final,"239,958","213,526","26,432",11.0%,,
MSA,"Stockton-Lodi, CA MSA",09/01/1996,1996,September,Y,Final,"240,623","214,187","26,436",11.0%,,
MSA,"Stockton-Lodi, CA MSA",10/01/1996,1996,October,Y,Final,"241,400","214,771","26,629",11.0%,,
MSA,"Stockton-Lodi, CA MSA",11/01/1996,1996,November,Y,Final,"242,122","215,223","26,899",11.1%,,
MSA,"Stockton-Lodi, CA MSA",12/01/1996,1996,December,Y,Final,"242,680","215,582","27,098",11.2%,,
MSA,"Stockton-Lodi, CA MSA",01/01/1997,1997,January,Y,Final,"243,113","215,945","27,168",11.2%,,
MSA,"Stockton-Lodi, CA MSA",02/01/1997,1997,February,Y,Final,"243,429","216,354","27,075",11.1%,,
MSA,"Stockton-Lodi, CA MSA",03/01/1997,1997,March,Y,Final,"243,756","216,922","26,834",11.0%,,
MSA,"Stockton-Lodi, CA MSA",04/01/1997,1997,April,Y,Final,"244,223","217,677","26,546",10.9%,,
MSA,"Stockton-Lodi, CA MSA",05/01/1997,1997,May,Y,Final,"244,718","218,424","26,294",10.7%,,
MSA,"Stockton-Lodi, CA MSA",06/01/1997,1997,June,Y,Final,"245,055","218,923","26,132",10.7%,,
MSA,"Stockton-Lodi, CA MSA",07/01/1997,1997,July,Y,Final,"245,147","219,080","26,067",10.6%,,
MSA,"Stockton-Lodi, CA MSA",08/01/1997,1997,August,Y,Final,"245,063","218,975","26,088",10.6%,,
MSA,"Stockton-Lodi, CA MSA",09/01/1997,1997,September,Y,Final,"244,910","218,755","26,155",10.7%,,
MSA,"Stockton-Lodi, CA MSA",10/01/1997,1997,October,Y,Final,"244,878","218,599","26,279",10.7%,,
MSA,"Stockton-Lodi, CA MSA",11/01/1997,1997,November,Y,Final,"245,117","218,692","26,425",10.8%,,
MSA,"Stockton-Lodi, CA MSA",12/01/1997,1997,December,Y,Final,"245,563","219,019","26,544",10.8%,,
MSA,"Stockton-Lodi, CA MSA",01/01/1998,1998,January,Y,Final,"246,006","219,417","26,589",10.8%,,
MSA,"Stockton-Lodi, CA MSA",02/01/1998,1998,February,Y,Final,"246,299","219,731","26,568",10.8%,,
MSA,"Stockton-Lodi, CA MSA",03/01/1998,1998,March,Y,Final,"246,345","219,796","26,549",10.8%,,
MSA,"Stockton-Lodi, CA MSA",04/01/1998,1998,April,Y,Final,"246,201","219,660","26,541",10.8%,,
MSA,"Stockton-Lodi, CA MSA",05/01/1998,1998,May,Y,Final,"246,123","219,571","26,552",10.8%,,
MSA,"Stockton-Lodi, CA MSA",06/01/1998,1998,June,Y,Final,"246,276","219,717","26,559",10.8%,,
MSA,"Stockton-Lodi, CA MSA",07/01/1998,1998,July,Y,Final,"246,679","220,155","26,524",10.8%,,
MSA,"Stockton-Lodi, CA MSA",08/01/1998,1998,August,Y,Final,"247,291","220,901","26,390",10.7%,,
MSA,"Stockton-Lodi, CA MSA",09/01/1998,1998,September,Y,Final,"248,009","221,887","26,122",10.5%,,
MSA,"Stockton-Lodi, CA MSA",10/01/1998,1998,October,Y,Final,"248,616","222,912","25,704",10.3%,,
MSA,"Stockton-Lodi, CA MSA",11/01/1998,1998,November,Y,Final,"248,980","223,795","25,185",10.1%,,
MSA,"Stockton-Lodi, CA MSA",12/01/1998,1998,December,Y,Final,"249,131","224,467","24,664",9.9%,,
MSA,"Stockton-Lodi, CA MSA",01/01/1999,1999,January,Y,Final,"249,200","225,053","24,147",9.7%,,
MSA,"Stockton-Lodi, CA MSA",02/01/1999,1999,February,Y,Final,"249,359","225,693","23,666",9.5%,,
MSA,"Stockton-Lodi, CA MSA",03/01/1999,1999,March,Y,Final,"249,616","226,378","23,238",9.3%,,
MSA,"Stockton-Lodi, CA MSA",04/01/1999,1999,April,Y,Final,"249,895","227,026","22,869",9.2%,,
MSA,"Stockton-Lodi, CA MSA",05/01/1999,1999,May,Y,Final,"250,121","227,591","22,530",9.0%,,
MSA,"Stockton-Lodi, CA MSA",06/01/1999,1999,June,Y,Final,"250,262","228,068","22,194",8.9%,,
MSA,"Stockton-Lodi, CA MSA",07/01/1999,1999,July,Y,Final,"250,380","228,539","21,841",8.7%,,
MSA,"Stockton-Lodi, CA MSA",08/01/1999,1999,August,Y,Final,"250,396","228,904","21,492",8.6%,,
MSA,"Stockton-Lodi, CA MSA",09/01/1999,1999,September,Y,Final,"250,399","229,214","21,185",8.5%,,
MSA,"Stockton-Lodi, CA MSA",10/01/1999,1999,October,Y,Final,"250,448","229,480","20,968",8.4%,,
MSA,"Stockton-Lodi, CA MSA",11/01/1999,1999,November,Y,Final,"250,511","229,541","20,970",8.4%,,
MSA,"Stockton-Lodi, CA MSA",12/01/1999,1999,December,Y,Final,"250,538","229,524","21,014",8.4%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2000,2000,January,Y,Final,"256,164","238,511","17,653",6.9%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2000,2000,February,Y,Final,"256,046","238,375","17,671",6.9%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2000,2000,March,Y,Final,"256,237","238,459","17,778",6.9%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2000,2000,April,Y,Final,"257,155","239,204","17,951",7.0%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2000,2000,May,Y,Final,"258,334","240,277","18,057",7.0%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2000,2000,June,Y,Final,"259,489","241,423","18,066",7.0%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2000,2000,July,Y,Final,"260,340","242,331","18,009",6.9%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2000,2000,August,Y,Final,"260,850","242,916","17,934",6.9%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2000,2000,September,Y,Final,"261,244","243,339","17,905",6.9%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2000,2000,October,Y,Final,"261,588","243,654","17,934",6.9%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2000,2000,November,Y,Final,"261,941","243,904","18,037",6.9%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2000,2000,December,Y,Final,"262,379","244,179","18,200",6.9%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2001,2001,January,Y,Final,"262,932","244,572","18,360",7.0%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2001,2001,February,Y,Final,"263,507","245,020","18,487",7.0%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2001,2001,March,Y,Final,"264,045","245,476","18,569",7.0%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2001,2001,April,Y,Final,"264,560","245,933","18,627",7.0%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2001,2001,May,Y,Final,"265,090","246,380","18,710",7.1%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2001,2001,June,Y,Final,"265,695","246,810","18,885",7.1%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2001,2001,July,Y,Final,"266,383","247,125","19,258",7.2%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2001,2001,August,Y,Final,"267,088","247,174","19,914",7.5%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2001,2001,September,Y,Final,"267,860","247,053","20,807",7.8%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2001,2001,October,Y,Final,"268,838","247,042","21,796",8.1%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2001,2001,November,Y,Final,"269,975","247,242","22,733",8.4%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2001,2001,December,Y,Final,"271,088","247,591","23,497",8.7%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2002,2002,January,Y,Final,"272,071","248,062","24,009",8.8%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2002,2002,February,Y,Final,"272,847","248,567","24,280",8.9%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2002,2002,March,Y,Final,"273,309","248,951","24,358",8.9%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2002,2002,April,Y,Final,"273,487","249,167","24,320",8.9%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2002,2002,May,Y,Final,"273,577","249,357","24,220",8.9%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2002,2002,June,Y,Final,"273,776","249,649","24,127",8.8%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2002,2002,July,Y,Final,"274,269","250,154","24,115",8.8%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2002,2002,August,Y,Final,"275,096","250,841","24,255",8.8%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2002,2002,September,Y,Final,"276,014","251,452","24,562",8.9%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2002,2002,October,Y,Final,"276,784","251,827","24,957",9.0%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2002,2002,November,Y,Final,"277,378","252,067","25,311",9.1%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2002,2002,December,Y,Final,"277,852","252,310","25,542",9.2%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2003,2003,January,Y,Final,"278,245","252,569","25,676",9.2%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2003,2003,February,Y,Final,"278,587","252,825","25,762",9.2%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2003,2003,March,Y,Final,"278,822","252,967","25,855",9.3%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2003,2003,April,Y,Final,"278,979","252,986","25,993",9.3%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2003,2003,May,Y,Final,"279,092","252,921","26,171",9.4%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2003,2003,June,Y,Final,"279,198","252,865","26,333",9.4%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2003,2003,July,Y,Final,"279,318","252,943","26,375",9.4%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2003,2003,August,Y,Final,"279,531","253,254","26,277",9.4%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2003,2003,September,Y,Final,"279,893","253,837","26,056",9.3%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2003,2003,October,Y,Final,"280,361","254,550","25,811",9.2%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2003,2003,November,Y,Final,"280,835","255,212","25,623",9.1%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2003,2003,December,Y,Final,"281,288","255,806","25,482",9.1%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2004,2004,January,Y,Final,"281,749","256,390","25,359",9.0%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2004,2004,February,Y,Final,"282,322","257,070","25,252",8.9%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2004,2004,March,Y,Final,"283,033","257,870","25,163",8.9%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2004,2004,April,Y,Final,"283,655","258,588","25,067",8.8%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2004,2004,May,Y,Final,"283,952","259,002","24,950",8.8%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2004,2004,June,Y,Final,"283,905","259,103","24,802",8.7%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2004,2004,July,Y,Final,"283,567","258,927","24,640",8.7%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2004,2004,August,Y,Final,"283,067","258,602","24,465",8.6%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2004,2004,September,Y,Final,"282,605","258,328","24,277",8.6%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2004,2004,October,Y,Final,"282,389","258,319","24,070",8.5%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2004,2004,November,Y,Final,"282,457","258,635","23,822",8.4%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2004,2004,December,Y,Final,"282,818","259,269","23,549",8.3%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2005,2005,January,Y,Final,"283,429","260,163","23,266",8.2%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2005,2005,February,Y,Final,"284,170","261,185","22,985",8.1%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2005,2005,March,Y,Final,"284,926","262,195","22,731",8.0%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2005,2005,April,Y,Final,"285,607","263,052","22,555",7.9%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2005,2005,May,Y,Final,"286,112","263,621","22,491",7.9%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2005,2005,June,Y,Final,"286,421","263,898","22,523",7.9%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2005,2005,July,Y,Final,"286,585","263,991","22,594",7.9%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2005,2005,August,Y,Final,"286,600","264,017","22,583",7.9%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2005,2005,September,Y,Final,"286,440","264,055","22,385",7.8%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2005,2005,October,Y,Final,"286,094","264,142","21,952",7.7%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2005,2005,November,Y,Final,"285,678","264,263","21,415",7.5%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2005,2005,December,Y,Final,"285,167","264,221","20,946",7.3%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2006,2006,January,Y,Final,"284,469","263,807","20,662",7.3%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2006,2006,February,Y,Final,"283,803","263,181","20,622",7.3%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2006,2006,March,Y,Final,"283,493","262,671","20,822",7.3%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2006,2006,April,Y,Final,"283,669","262,511","21,158",7.5%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2006,2006,May,Y,Final,"284,257","262,798","21,459",7.5%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2006,2006,June,Y,Final,"285,037","263,423","21,614",7.6%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2006,2006,July,Y,Final,"285,858","264,259","21,599",7.6%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2006,2006,August,Y,Final,"286,704","265,221","21,483",7.5%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2006,2006,September,Y,Final,"287,497","266,129","21,368",7.4%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2006,2006,October,Y,Final,"288,129","266,854","21,275",7.4%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2006,2006,November,Y,Final,"288,616","267,422","21,194",7.3%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2006,2006,December,Y,Final,"289,095","267,939","21,156",7.3%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2007,2007,January,Y,Final,"289,588","268,362","21,226",7.3%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2007,2007,February,Y,Final,"289,920","268,501","21,419",7.4%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2007,2007,March,Y,Final,"289,989","268,275","21,714",7.5%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2007,2007,April,Y,Final,"289,973","267,878","22,095",7.6%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2007,2007,May,Y,Final,"290,059","267,491","22,568",7.8%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2007,2007,June,Y,Final,"290,315","267,228","23,087",8.0%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2007,2007,July,Y,Final,"290,812","267,209","23,603",8.1%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2007,2007,August,Y,Final,"291,554","267,439","24,115",8.3%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2007,2007,September,Y,Final,"292,457","267,872","24,585",8.4%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2007,2007,October,Y,Final,"293,372","268,352","25,020",8.5%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2007,2007,November,Y,Final,"294,010","268,606","25,404",8.6%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2007,2007,December,Y,Final,"294,282","268,539","25,743",8.7%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2008,2008,January,Y,Final,"294,380","268,272","26,108",8.9%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2008,2008,February,Y,Final,"294,396","267,855","26,541",9.0%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2008,2008,March,Y,Final,"294,385","267,310","27,075",9.2%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2008,2008,April,Y,Final,"294,442","266,700","27,742",9.4%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2008,2008,May,Y,Final,"294,604","266,044","28,560",9.7%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2008,2008,June,Y,Final,"294,956","265,420","29,536",10.0%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2008,2008,July,Y,Final,"295,433","264,809","30,624",10.4%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2008,2008,August,Y,Final,"295,971","264,173","31,798",10.7%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2008,2008,September,Y,Final,"296,685","263,525","33,160",11.2%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2008,2008,October,Y,Final,"297,642","262,823","34,819",11.7%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2008,2008,November,Y,Final,"298,783","262,012","36,771",12.3%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2008,2008,December,Y,Final,"299,927","261,024","38,903",13.0%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2009,2009,January,Y,Final,"300,941","259,917","41,024",13.6%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2009,2009,February,Y,Final,"301,804","258,838","42,966",14.2%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2009,2009,March,Y,Final,"302,402","257,871","44,531",14.7%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2009,2009,April,Y,Final,"302,651","257,029","45,622",15.1%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2009,2009,May,Y,Final,"302,630","256,331","46,299",15.3%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2009,2009,June,Y,Final,"302,455","255,705","46,750",15.5%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2009,2009,July,Y,Final,"302,220","255,052","47,168",15.6%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2009,2009,August,Y,Final,"301,998","254,351","47,647",15.8%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2009,2009,September,Y,Final,"301,819","253,584","48,235",16.0%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2009,2009,October,Y,Final,"301,743","252,817","48,926",16.2%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2009,2009,November,Y,Final,"301,827","252,100","49,727",16.5%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2009,2009,December,Y,Final,"302,002","251,422","50,580",16.7%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2010,2010,January,Y,Final,"313,421","262,112","51,309",16.4%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2010,2010,February,Y,Final,"313,280","261,486","51,794",16.5%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2010,2010,March,Y,Final,"312,988","260,958","52,030",16.6%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2010,2010,April,Y,Final,"312,529","260,471","52,058",16.7%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2010,2010,May,Y,Final,"311,884","259,979","51,905",16.6%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2010,2010,June,Y,Final,"311,158","259,483","51,675",16.6%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2010,2010,July,Y,Final,"310,520","258,965","51,555",16.6%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2010,2010,August,Y,Final,"310,061","258,397","51,664",16.7%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2010,2010,September,Y,Final,"309,728","257,786","51,942",16.8%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2010,2010,October,Y,Final,"309,426","257,180","52,246",16.9%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2010,2010,November,Y,Final,"309,076","256,640","52,436",17.0%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2010,2010,December,Y,Final,"308,673","256,273","52,400",17.0%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2011,2011,January,Y,Final,"308,310","256,157","52,153",16.9%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2011,2011,February,Y,Final,"308,101","256,344","51,757",16.8%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2011,2011,March,Y,Final,"308,090","256,793","51,297",16.7%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2011,2011,April,Y,Final,"308,316","257,414","50,902",16.5%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2011,2011,May,Y,Final,"308,811","258,124","50,687",16.4%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2011,2011,June,Y,Final,"309,451","258,861","50,590",16.3%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2011,2011,July,Y,Final,"310,086","259,635","50,451",16.3%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2011,2011,August,Y,Final,"310,611","260,450","50,161",16.1%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2011,2011,September,Y,Final,"310,936","261,248","49,688",16.0%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2011,2011,October,Y,Final,"311,101","262,022","49,079",15.8%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2011,2011,November,Y,Final,"311,147","262,739","48,408",15.6%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2011,2011,December,Y,Final,"311,046","263,273","47,773",15.4%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2012,2012,January,Y,Final,"310,770","263,536","47,234",15.2%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2012,2012,February,Y,Final,"310,364","263,556","46,808",15.1%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2012,2012,March,Y,Final,"309,935","263,427","46,508",15.0%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2012,2012,April,Y,Final,"309,513","263,255","46,258",14.9%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2012,2012,May,Y,Final,"309,245","263,290","45,955",14.9%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2012,2012,June,Y,Final,"309,251","263,740","45,511",14.7%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2012,2012,July,Y,Final,"309,527","264,630","44,897",14.5%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2012,2012,August,Y,Final,"310,028","265,834","44,194",14.3%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2012,2012,September,Y,Final,"310,661","267,122","43,539",14.0%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2012,2012,October,Y,Final,"311,158","268,208","42,950",13.8%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2012,2012,November,Y,Final,"311,329","268,916","42,413",13.6%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2012,2012,December,Y,Final,"311,268","269,395","41,873",13.5%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2013,2013,January,Y,Final,"311,222","269,926","41,296",13.3%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2013,2013,February,Y,Final,"311,409","270,727","40,682",13.1%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2013,2013,March,Y,Final,"311,937","271,887","40,050",12.8%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2013,2013,April,Y,Final,"312,768","273,289","39,479",12.6%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2013,2013,May,Y,Final,"313,615","274,555","39,060",12.5%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2013,2013,June,Y,Final,"314,140","275,311","38,829",12.4%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2013,2013,July,Y,Final,"314,169","275,471","38,698",12.3%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2013,2013,August,Y,Final,"313,612","275,158","38,454",12.3%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2013,2013,September,Y,Final,"312,679","274,677","38,002",12.2%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2013,2013,October,Y,Final,"311,813","274,346","37,467",12.0%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2013,2013,November,Y,Final,"311,371","274,423","36,948",11.9%,,
